text,label
"<li id=""cite_note-Symbolic_vs._sub-symbolic-18""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Symbolic_vs._sub-symbolic_18-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Symbolic_vs._sub-symbolic_18-1""><sup><i><b>b </b> </i> </sup> </a>",0
"<div draggable=""true"" contenteditable>drag me</div><article ondragover=alert(1) contenteditable>drop here</article>",0
"lives here, still?Â She felt rigid, rich",1
bones cracked& iridescent,0
"<button draggable=""true"" ondragstart=""alert(1)"">test</button>",0
Swirling in a violent wind.,1
"<div class=""toclimit-3"">",0
<article id=x tabindex=1 onbeforeactivate=alert(1)></article>,1
when the ground splits like a dress,0
Or set upon a golden bough to sing,0
"<noembed onmousedown=""alert(1)"">test</noembed>",1
"<style>:target {transform: rotate(180deg);}</style><area id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></area>",0
